"Tipo","AutorPrincipal","Ano","URLDOI","Título","Periódico/Conferêncial","Coautores"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2023","","Utilização do controle interno por meio do Coso em escritórios de contabilidade do Alto Vale do Itajaí/SC","Revista Brasileira de Contabilidade","CANI, J. ; PLETSCH, C. S."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2023","","MODELO ALAVANCAS DE CONTROLE: UMA ABORDAGEM QUANTO ÀS CARACTERÍSTICAS DOS ESTUDOS NACIONAIS E INTERNACIONAIS","REUNA (ON LINE)","SELL, F. F. ; PLETSCH, C. S. ; LAVARDA, C. E. F. ; SILVA, T. B. J."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2021","http://dx.doi.org/10.5007/2175-8069.2021.e77001","Revisitando pressupostos metodológicos no uso da análise de conteúdo, discurso, conversação e narrativas em contabilidade","REVISTA CONTEMPORÂNEA DE CONTABILIDADE (UFSC)","PLETSCH, CAROLINE SULZBACH; VOGT, MARA ; SILVA, MARCIA ZANIEVICZ DA ; VENTURINI, JONAS CARDONA"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2020","","Características da Movimentação dos Trabalhadores na Área Contábil no Período de 2008 a 2017","SOCIEDADE, CONTABILIDADE E GESTÃO (UFRJ)","PLETSCH, C.S.; WITT, CLEONICE ; SILVA, M. Z. ; HEIN, N."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2020","http://dx.doi.org/10.21714 / 1984-3925_2020v23n2a1","Effect of Corporate Governance on the Quality of Risk Disclosure Statement","CONTABILIDADE, GESTÃO E GOVERNANÇA","PLETSCH, C.S.; WITT, CLEONICE ; SILVA, M. Z. ; HEIN, N."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2020","http://dx.doi.org/10.21714/pretexto.v31i2.6132","Reputação Corporativa e Desempenho Econômico-Financeiro das 100 Maiores Empresas listadas na B3","Revista Pretexto (Online)","PLETSCH, C.S.; BOFF, M. L. ; HEIN, N. ; KROENKE, A."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2019","http://dx.doi.org/10.24302/agora.v23i2.1931","Utilização de informações contábeis e gerenciais por parte dos empresários de micros e pequenas empresas","AGORA (UNC)","HEIN, NELSON ; PLETSCH, CAROLINE SULZBACH ; KROENKE, ADRIANA ; WITT, CLEONICE"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2019","","Influência dos fatores contingenciais ambiente e estratégia nos sistemas de controle gerencial de uma cooperativa agropecuária","Custos e Agronegocio On Line","PLETSCH, CAROLINE; LAVARDA, C. E. F. ; DALLABONA, L. F. ; OLIVEIRA, G. R."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2019","http://dx.doi.org/10.21714/1984-6975FACES2019V18N1ART6062","Estudos na contabilidade gerencial: Temas, métodos e teorias. FACES : REVISTA DE ADMINISTRAÇÃO (BELO HORIZONTE","IMPRESSO)","LUNARDI, MICHELI APARECIDA ; DA SILVA, ALINI ; PLETSCH, CAROLINE SULZBACH ; SILVA, MARCIA ZANIEVICZ"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2018","http://dx.doi.org/10.1108/jkm-04-2018-0270","Evidence of the effects of psychological capital on the transfer of knowledge from accounting students to business organizations","Journal of Knowledge Management","PLETSCH, CAROLINE SULZBACH; ZONATTO, VINICIUS COSTA DA SILVA"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2018","","Perfil Bibliométrico da produção Científica sobre Folga Organizacional em Periódicos Nacionais","DESAFIO ONLINE","OLIVEIRA, G. R. ; DALLABONA, L. F. ; PLETSCH, C. S."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2018","http://dx.doi.org/10.16930/2237-7662/rccc.v17n52.2727","Efeito da gestão familiar na avaliação do desempenho da empresa: evidências do Brasil","Revista Catarinense da Ciência Contábil","BRANDT, ELISANE ; KROENKE, ADRIANA ; PLETSCH, CAROLINE"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2018","http://dx.doi.org/10.22561/cvr.v29i1.3603","COMPREENSIBILIDADE DE LEITURA DOS ESTUDANTES DE CIÊNCIAS CONTÁBEIS POR MEIO DA TÉCNICA CLOZE","CONTABILIDADE VISTA & REVISTA","DALLABONA, LARA FABIANA ; VUOLO, DANIELA APARECIDA ; PLETSCH, CAROLINE SULZBACH"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2018","","Efeito da governança corporativa nos honorários de auditoria em empresas brasileiras","Reunir: Revista de Administração, Ciências Contábeis e Sustentabildiade","SILVA, A. ; PLETSCH, C. S. ; CUNHA, P. R."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2017","","Sistema de Informações sob o enfoque do custeio variável em organizações agrícolas","Custos e Agronegocio On Line","BRIZOLLA, M. M. B. ; CHIARELLO, T. C. ; PLETSCH, C. S. ; FASOLIN, L. B. ; SILVA, A."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2017","http://dx.doi.org/10.21714/2178-8030gep.v18.3488","A Influência da Avaliação de Desempenho na Gestão de Entidades do Terceiro Setor","GESTAO E PLANEJAMENTO","SILVA, A. ; PLETSCH, C. S. ; BRIZOLLA, M. M. B. ; ROSA, F. S."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2017","","Antecedentes que explicam a folga organizacional das cem menores empresas listadas na BM&FBovespa.. RIC@","REVISTA INTERDISCIPLINAR CIENTÍFICA APLICADA","DALLABONA, L. F. ; ADRIANO, B. ; PLETSCH, C. S."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2016","","CONTEÚDOS DA DISCIPLINA DE CONTROLADORIA E AS FUNÇÕES DO CONTROLLER NO MERCADO DE TRABALHO. Pretexto (Belo Horizonte","Impresso)","PLETSCH, C. S.; SILVA, A. ; LAVARDA, C. E. F."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2016","http://dx.doi.org/10.17524/repec.v9i4.1232","Relação entre as Características da Empresa, do Comitê de Auditoria e do Auditor Independente com o Prazo de Publicação das Demonstrações Financeiras","Revista de Educação e Pesquisa em Contabilidade","CUNHA, P. R. ; PLETSCH, C. S. ; SILVA, A."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2016","http://dx.doi.org/10.1590/1808-057x201602010","Determinants of Goodwill Impairment Loss Recognition","Revista Contabilidade & Finanças (Online),","VOGT, M. ; PLETSCH, C. S. ; MORAS, V. R. ; KLANN, R. C."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2016","http://dx.doi.org/10.1590/S1413-41522016140991","Evidenciação de emissões ambientais em empresas brasileiras","Engenharia Sanitária e Ambiental (Online)","VOGT, MARA ; DEGENHART, LARISSA ; PLETSCH, CAROLINE SULZBACH ; SILVA, ALINI DA ; ROSA, FABRICIA SILVA DA"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2016","http://dx.doi.org/10.17800/2238-8893/aos.v5n1p7-20","Ranking de Responsabilidade Social das Empresas Listadas no Índice de Sustentabilidade Empresarial - ISE","Amazônia, Organizações e Sustentabilidade","SILVA, A. ; PLETSCH, C.S. ; HEIN, N."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2016","http://dx.doi.org/10.4025/enfoque.v35i3.31344","Sistema de controle gerencial e sua contribuição para o equilíbrio das tensões dinâmicas","Enfoque","PLETSCH, CAROLINE SULZBACH; LAVARDA, CARLOS EDUARDO FACIN ; LAVARDA, ROSALIA ALDRACI BARBOSA"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2016","http://dx.doi.org/10.11606/rco.v10i28.117375","USO DAS ALAVANCAS DE CONTROLE DE SIMONS (1995) NA GESTÃO DE UMA COOPERATIVA AGROINDUSTRIAL","REVISTA DE CONTABILIDADE E ORGANIZAÇÕES","PLETSCH, C. S.; LAVARDA, C. E. F."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2015","","RESPONSABILIDADE SOCIAL E DESEMPENHO ECONÔMICO-FINANCEIRO DAS EMPRESAS LISTADAS NO INDICE DE SUSTENTABILIDADE EMPRESARIAL ? ISE","RGSA: Revista de Gestão Social e Ambiental","PLETSCH, C. S.; SILVA, A. ; HEIN, N."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2015","http://dx.doi.org/10.11606/rco.v9i25.82709","ESTRATÉGIAS COMPETITIVAS E DESEMPENHO ECONÔMICO-FINANCEIRO DE EMPRESAS BRASILEIRAS","REVISTA DE CONTABILIDADE E ORGANIZAÇÕES","PLETSCH, C. S.; MAGRO, C. B. D. ; SILVA, A. ; LAVARDA, C. E. F."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2015","http://dx.doi.org/10.18800/contabilidad.201502.005","Reação Motivacional Docente do Curso de Graduação em Ciências Contábeis sob a Perspectiva da Teoria Atribucional","Contabilidad y Negocios","SILVA, A. ; PLETSCH, C. S. ; BIAVATTI, V. T."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2015","","Utilização da Estratégia Pura da Teoria dos Jogos para determinação do Preço de Venda","Revista Eletrônica de Estratégia & Negócios","SILVA, A. ; PLETSCH, C. S. ; HEIN, N. ; SCARPIN, J. E."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2015","http://dx.doi.org/10.19177/reen.v8e1201532-55","Estratégia mista da teoria dos jogos: formação de ranking empresarial","REVISTA ELETRÔNICA DE ESTRATÉGIA & NEGÓCIOS","DA SILVA, ALINI ; PLETSCH, CAROLINE SULZBACH ; HEIN, NELSON ; KROENKE, ADRIANA"
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2014","","Determinantes da avaliação dos ativos biológicos a valor justo, em empresas listadas na BMFBovespa.","Revista Ambiente Contábil","BRIZOLLA, M. M. B. ; PLETSCH, C. S. ; FASOLIN, L. B. ; SILVA, A. ; ROSA, F. S."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2014","","ANÁLISE DA RELAÇÃO ENTRE O VALOR ECONOMICO AGREGADO (EVA®) E OS INDICADORES DO MERCADO DAS EMPRESAS BRASILEIRAS","REVISTA FACULTAD DE CIENCIAS ECONÓMICAS: INVESTIGACIÓN Y REFLEXIÓN","PLETSCH, C. S.; REIF, E. ; SILVA, T. P."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2014","","O IMPACTO DA DEPRECIAÇÃO NOS ÍNDICES ECONÔMICOS E FINANCEIROS DE UMA ORGANIZAÇÃO PÚBLICA PELA APLICAÇÃO DA IPSAS 17","Pensar Contábil","SILVA, J. C. ; SILVA, A. ; PLETSCH, C. S. ; ROSA, F. S."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2014","","Ranking Inovação da Indústria Extrativa, de Transformação e Serviço, pelo Índice Brasil de Inovação","Revista GEINTEC: gestao, inovacao e tecnologias","FASOLIN, L. B. ; PLETSCH, C. S. ; BRIZOLLA, M. M. B. ; SILVA, A."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2014","","Influencia da Auditoria sobre o Gerenciamento de Resultado","Revista de Contabilidade do Mestrado em Ciências Contábeis da UERJ (Online)","SILVA, A. ; PLETSCH, C. S. ; VARGAS, A. J. ; FASOLIN, L. B. ; KLANN, R. C."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2014","","CARACTERÍSTICAS QUE AFETAM O JULGAMENTO DOS ACADÊMICOS DE CIÊNCIAS CONTÁBEIS QUANTO AOS PRONUNCIAMENTOS TÉCNICOS DO CPC","Revista da UNIFEBE","TOIGO, L. A. ; PLETSCH, C. S. ; VOGT, M. ; DEGENHART, L. ; KLANN, R. C."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2014","","FINANCIAL PERFORMANCE, INTANGIBLE ASSETS AND VALUE CREATION IN BRAZILIAN AND CHILEAN INFORMATION TECHNOLOGY COMPANIES","Revista Galega de Economía","CHIARELLO, T. C. ; PLETSCH, C. S. ; SILVA, A. ; SILVA, T. P."
"artigoEmPeriodico","Caroline Sulzbach Pletsch","2014","","PERFIL DA EVIDENCIAÇÃO AMBIENTAL DAS EMPRESAS LISTADAS NO ÍNDICE DE SUSTENTABILIDADE EMPRESARIAL","CONTABILIDADE VISTA & REVISTA","PLETSCH, C. S.; BRIGHENTI, J. ; SILVA, A. ; ROSA, F. S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2023","CONTRIBUIÇÃO DO USO DOS SISTEMAS DE CONTROLE GERENCIAL NO DESEMPENHO FINANCEIRO E NÃO-FINANCEIRO EM UMA COOPERATIVA DE CRÉDITO","XIV Congresso de Administração e Contabilidade","DONAZZOLLO, R. Z. ; PLETSCH, C.S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2021","Vantagem Competitiva como um consequente da Inovação Gerencial: um Estudo de Caso sob o enfoque da Teoria Baseada em Recursos","XLV Encontro da Associação Nacional de Pós-graduação e Pesquisa em Administração","PLETSCH, C.S.; SILVA, MARCIA ZANIEVICZ"
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2020","Influência dos Ativos Intangíveis nos Honorários de Auditoria","ICMA COGECONT International Conference in Management and Accounting","FRANCA, G. A. ; PLETSCH, C.S. ; CUNHA, P. R."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2019","Coerência da Pesquisa Qualitativa na Área Contábil: A importância da Escolha das Técnicas de Análise e Interpretação dos Resultados","XIX USP International Conference in Accounting","PLETSCH, C. S.; VOGT, M. ; SILVA, MARCIA ZANIEVICZ ; VENTURINI, J. C."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2019","Efeito da Informação sobre Provisões na Relevância da Informação Contábil","COGECONT - International Conference in Management and Accounting","PLETSCH, C.S.; SAVARIZ, C. R. ; KLANN, R. C."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2018","Folga Organizacional e a Tipologia Estratégica de Miles e Snow em Empresas Listadas no Indice Brasil 100 (IBrX 100) da BM&FBovespa","XXV Congresso Brasileiro de Custos","PLETSCH, C. S.; BOFF, M. L. ; LAVARDA, C. E. F."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2018","Evidências dos Efeitos do Capital Psicológico na Transferência de Conhecimentos de Acadêmicos de Ciências Contábeis para Organizações Empresariais","XVIII USP International Conference In Accounting","PLETSCH, C. S.; ZONATTO, V. C. S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2018","Relação das competências organizacionais e estratégias com os Sistemas de Controle Gerencial","8º Congresso UFSC de Iniciação Científica em Contabilidade","FILANDIANI, A. ; PLETSCH, C. S. ; MARIAN, S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2017","Modelo Alavancas de Controle: Abordagem Teórica em Estudos Nacionais e Internacionais","XVII Congresso USP","SELL, F. F. ; PLETSCH, C. S. ; LAVARDA, C. E. F."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2017","Perfil Bibliométrico da Produção Científica sobre Folga Organizacional em Periódicos Nacionais","XI Congresso AnpCont - Iniciação Científica","OLIVEIRA, G. R. ; DALLABONA, L. F. ; PLETSCH, C. S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2017","Sistemas de Controle Gerencial: Análise Bibliométrica de Artigos Publicados em Periódicos Nacionais","Congresso Internacional de Administração","PLETSCH, C. S.; DALLABONA, L. F. ; OLIVEIRA, G. R."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2017","O Uso dos Atributos da Contabilidade Gerencial em Micro e Pequenas Empresas de Serviços Profissionais, Administrativos e Complementares","XIV Congresso Online de Administração","LEHMKUHL, M. ; PLETSCH, C. S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2017","Análise Bibliométrica da Produção Definitiva sobre Estilos de Liderança em Periódicos Nacionais","Congresso Internacional de Administração","DALLABONA, L. F. ; PLETSCH, C. S. ; OLIVEIRA, G. R. ; MARCILIO, V. N."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2017","Componentes de Controle Interno: Percepção dos Gestores de Empresas Têxteis","Congresso Internacional de Administração","MARCILIO, V. N. ; DALLABONA, L. F. ; PLETSCH, C. S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2017","Método de Custeio UEP: Aplicação em um Sistema de Produção Contínua","XXIV Congresso Brasileiro de Custos","BATTINI, R. ; MARIAN, S. ; BOFF, M. L. ; PLETSCH, C. S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2017","A cultura organizacional e sua interface com os sistemas de controle gerencial em empresas do setor têxtil situadas no médio vale do Itajaí/SC","7º Congresso UFSC de Iniciação Cientifica em Contabilidade","SEBENHANI, N. ; PLETSCH, C. S. ; ADAM, C."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2016","Compreeensibilidade de leitura dos acadêmicos de ciências contábeis em relação a assuntos envolvendo o profissional contábil: Uma análise por meio da técnica cloze","X Congresso Anpcont","VUOLO, D. A. ; DALLABONA, L. F. ; PLETSCH, C. S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2016","Maneiras de Amenizar as Dificuldades Encontradas no Processo de Recrutamento e Seleção de Colaboradores de uma Rede de Agropecuárias","XIII Congresso On Line - Administração","BALEM, E. ; PLETSCH, C.S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2016","Estrutura organizacional, estilos de liderança e folga de recursos de indústrias têxteis do Sul do Brasil","Congresso de Administração","DALLABONA, L. F. ; LAVARDA, C. E. F. ; OLIVEIRA, G. R. ; PLETSCH, C.S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2016","Antecedentes que explicam a folga organizacional das cem menores empresas listadas na BM&FBovesp","Congresso de Administração","DALLABONA, L. F. ; ADRIANO, B. ; PLETSCH, C. S."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2016","Influência dos Fatores Contingenciais Ambiente e Estratégia nos Sistemas de Controle Gerencial de uma Cooperativa Agropecuária","Congresso de Administração","PLETSCH, C.S.; LAVARDA, C. E. F. ; DALLABONA, L. F. ; OLIVEIRA, G. R."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2015","Determinantes do Reconhecimento das Perdas por Impairment do Goodwill","XV Congresso USP de Controladoria e Contabilidade","KLANN, R. C. ; PLETSCH, C. S. ; VOGT, M. ; MORAS, V. R."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2015","Relação entre a Governança Corporativa e os Honorários de Auditoria em Empresas Brasileiras","XV Congresso USP de Controladoria e Contabilidade","PLETSCH, C. S.; CUNHA, P. R. ; SILVA, A."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2015","Uso das Alavancas de Controle de Simons (1995) na Gestão de uma Cooperativa Agroindustrial","9º CONGRESO IBEROAMERICANO DE CONTABILIDAD DE GESTIÓN","PLETSCH, C. S.; LAVARDA, C. E. F."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2015","Conteúdos da Disciplina de Controladoria e as Funções do Controller no Mercado de Trabalho","6º CONGRESSO UFSC DE CONTROLADORIA E FINANÇAS","PLETSCH, C. S.; SILVA, A. ; LAVARDA, C. E. F."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2015","Reação Motivacional Docente do Curso de Graduação em Ciências Contábeis sob a Perspectiva da Teoria Atribucional","6º CONGRESSO UFSC DE CONTROLADORIA E FINANÇAS","SILVA, A. ; PLETSCH, C. S. ; BIAVATTI, V. T."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2015","Sistemas de controle gerencial e suas contribuições para o equilíbrio das tensões dinâmicas","9 Iberoamerican Academy of Management Conference","PLETSCH, C. S.; LAVARDA, C. E. F. ; LAVARDA, R. A. B."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2015","Gestão de Riscos: Análise das Exposições Evidenciadas por Empresas do Setor de Transporte Listadas na BM&FBovespa","XXVI Enangrad","PADILHA, D. ; PLETSCH, C. S. ; GUIDINI, A. ; SILVA, M. Z. ; FERNANDES, F. C."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","DECISION FOR MORE GREAT OPTION FOR SALE PRICE THROUGH GAME THEORY: A CASE STUDY WITH IMPLEMENTATION OF PURE STRATEGY IN A HOTEL COMPANY","11th CONTECSI International Conference on Information Systems and Technology Management","SILVA, A. ; PLETSCH, C. S. ; HEIN, N. ; SCARPIN, J. E."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","Ranking Inovação da Indústria Extrativa, de Transformação e Serviço, pelo Índice Brasil de Inovação","5º Congresso UFSC de Controladoria e Finanças","FASOLIN, L. B. ; PLETSCH, C. S. ; BRIZOLLA, M. M. B. ; SILVA, A."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","Influência da Convergência Contábil Internacional no Nível de Gerenciamento de Resultados de Empresas Brasileiras e Chilenas","XIV Congresso USP de Controladoria e Contabilidade","SILVA, A. ; PLETSCH, C. S. ; KLANN, R. C. ; FASOLIN, L. B. ; SCARPIN, J. E."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","RELAÇÃO ENTRE OS ELEMENTOS CAUSAIS DA TEORIA ATRIBUCIONAL, AS CAUSAS ATRIBUIDAS POR ESTUDANTES DO CURSO DE CIÊNCIAS CONTÁBEIS E AS REAÇÕES EMOCIONAIS","VIII Congresso Anpcont","PLETSCH, C. S.; SILVA, A. ; BIAVATTI, V. T."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","SISTEMA DE INFORMAÇÕES SOB O ENFOQUE DO CUSTEIO VARIÁVEL EM ORGANIZAÇÕES AGRÍCOLAS","52º Congresso da SOBER","BRIZOLLA, M. M. B. ; CHIARELLO, T. C. ; PLETSCH, C. S. ; FASOLIN, L. B. ; SILVA, A."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","RANKING DAS EMPRESAS DE TELECOMUNICAÇÕES E DE SEUS INDICADORES ECONÔMICOS FINANCEIROS UTILIZANDO-SE A ESTRATÉGIA MISTA DA TEORIA DOS JOGOS","XVII Simpósio de Pesquisa Operacional e Logística da Marinha","PLETSCH, C. S.; SILVA, A. ; HEIN, N. ; KROENKE, A."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","PERFORMANCE FINANCEIRA, ATIVOS INTANGÍVEIS E CRIAÇÃO DE VALOR DAS EMPRESAS DE TECNOLOGIA DA INFORMAÇÃO BRASILEIRAS E CHILENAS","XXXIV Encontro Nacional de Engenharia de Produção","CHIARELLO, T. C. ; PLETSCH, C. S. ; SILVA, A. ; SILVA, T. P."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","INFLUÊNCIA DA AUDITORIA SOBRE O GERENCIAMENTO DE RESULTADO","XXXIV Encontro Nacional de Engenharia de Produção","SILVA, A. ; VARGAS, A. J. ; PLETSCH, C. S. ; FASOLIN, L. B. ; KLANN, R. C."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","Relação entre as Características da Empresa, do Comitê de Auditoria e do Auditor Independente com o Prazo de Publicação das Demonstrações Financeiras","XXXVIII Encontro da Anpad - Enanpad","PLETSCH, C. S.; SILVA, A. ; CUNHA, P. R."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","A INFLUÊNCIA DA AVALIAÇÃO DE DESEMPENHO NA GESTÃO DE ENTIDADES DO TERCEIRO SETOR","XXI Simpep - Simpósio de Engenharia de Produção","ROSA, F. S. ; SILVA, A. ; PLETSCH, C. S. ; BRIZOLLA, M. M. B."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","CARACTERÍSTICAS QUE AFETAM O JULGAMENTO DOS ACADÊMICOS DE CIÊNCIAS CONTÁBEIS QUANTO AOS PRONUNCIAMENTOS TÉCNICOS DO CPC","V Congresso Nacional de Administração e Ciências Contábeis - Adcont","TOIGO, L. A. ; PLETSCH, C. S. ; VOGT, M. ; DEGENHART, L. ; KLANN, R. C."
"trabalhoCompletoEmCongresso","Caroline Sulzbach Pletsch","2014","PERFIL DA EVIDENCIAÇÃO AMBIENTAL DAS EMPRESAS LISTADAS NO ÍNDICE DE SUSTENTABILIDADE EMPRESARIAL","XXV Enangrad","PLETSCH, C. S.; BRIGHENTI, J. ; SILVA, A. ; ROSA, F. S."
